,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
37811,5247,OPBW,medium_airport,Bahawalpur Airport,29.348100662231445,71.71800231933594,392.0,AS,PK,PK-PB,Bahawalpur,yes,OPBW,BHV,,,http://en.wikipedia.org/wiki/Bahawalpur_Airport,
37812,5248,OPCH,medium_airport,Chitral Airport,35.88660049438477,71.80059814453125,4920.0,AS,PK,PK-NW,Chitral,yes,OPCH,CJL,,,http://en.wikipedia.org/wiki/Chitral_Airport,
37817,5249,OPDG,medium_airport,Dera Ghazi Khan Airport,29.961000442504886,70.48590087890625,492.0,AS,PK,PK-PB,Dera Ghazi Khan,yes,OPDG,DEA,,,http://en.wikipedia.org/wiki/Dera_Ghazi_Khan_Airport,
37818,5250,OPDI,medium_airport,Dera Ismael Khan Airport,31.90940093994141,70.89659881591797,594.0,AS,PK,PK-NW,Dera Ismael Khan,yes,OPDI,DSK,,,http://en.wikipedia.org/wiki/Dera_Ismail_Khan_Airport,
37820,5251,OPFA,medium_airport,Faisalabad International Airport,31.364999771118164,72.99479675292969,591.0,AS,PK,PK-PB,Faisalabad,yes,OPFA,LYP,,,http://en.wikipedia.org/wiki/Faisalabad_International_Airport,OPLF
37821,5252,OPGD,medium_airport,Gwadar International Airport,25.23329925537109,62.32949829101562,36.0,AS,PK,PK-BA,Gwadar,yes,OPGD,GWD,,,http://en.wikipedia.org/wiki/Gwadar_International_Airport,
37822,5253,OPGT,medium_airport,Gilgit Airport,35.918800354003906,74.33360290527344,4796.0,AS,PK,PK-NA,Gilgit,yes,OPGT,GIL,,,http://en.wikipedia.org/wiki/Gilgit_Airport,
37823,5254,OPJA,medium_airport,Shahbaz Air Base,28.28420066833496,68.44969940185547,185.0,AS,PK,PK-SD,Jacobabad,no,OPJA,JAG,,,http://en.wikipedia.org/wiki/Jacobabad_Airbase,
37826,5255,OPKC,medium_airport,Jinnah International Airport,24.9065,67.160797,100.0,AS,PK,PK-SD,Karachi,yes,OPKC,KHI,,,http://en.wikipedia.org/wiki/Jinnah_International_Airport,"OPQR, OPHQ, Drigh Road Airstrip, Quaid-E-Azam International Airport"
37835,5257,OPLA,medium_airport,Alama Iqbal International Airport,31.5216007232666,74.40360260009766,712.0,AS,PK,PK-PB,Lahore,yes,OPLA,LHE,,,http://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,OPLR
37836,5258,OPLH,medium_airport,Walton Airport,31.494800567626953,74.34619903564453,679.0,AS,PK,PK-PB,Walton,no,OPLH,,,,http://en.wikipedia.org/wiki/Walton_Airport,
37838,5259,OPMA,medium_airport,Mangla Airport,33.050098419189446,73.63839721679688,902.0,AS,PK,PK-PB,Mangla,no,OPMA,XJM,,,http://en.wikipedia.org/wiki/Mangla_Airport,
37839,5260,OPMF,medium_airport,Muzaffarabad Airport,34.339000701904304,73.50859832763672,2691.0,AS,PK,PK-JK,Muzaffarabad,yes,OPMF,MFG,,,http://en.wikipedia.org/wiki/Muzaffarabad_Airport,
37840,5261,OPMI,medium_airport,Mianwali Air Base,32.563098907470696,71.5707015991211,690.0,AS,PK,PK-PB,Mianwali,no,OPMI,MWD,,,http://en.wikipedia.org/wiki/Dhamial_Army_Airbase,
37841,5262,OPMJ,medium_airport,Moenjodaro Airport,27.3351993560791,68.14309692382811,154.0,AS,PK,PK-SD,Moenjodaro,yes,OPMJ,MJD,,,http://en.wikipedia.org/wiki/Moenjodaro_Airport,
37845,5263,OPMR,medium_airport,Masroor Air Base,24.89360046386719,66.93879699707031,35.0,AS,PK,PK-SD,Karachi,no,OPMR,,,,http://en.wikipedia.org/wiki/Masroor_Airbase,
37846,32124,OPMS,medium_airport,Minhas Air Base,33.8690986633,72.4009017944,1023.0,AS,PK,PK-PB,Kamra,no,OPMS,ATG,,,http://en.wikipedia.org/wiki/Minhas_Airbase,Attock
37847,5264,OPMT,medium_airport,Multan International Airport,30.20319938659668,71.41909790039062,403.0,AS,PK,PK-PB,Multan,yes,OPMT,MUX,,,http://en.wikipedia.org/wiki/Multan_International_Airport,Multan Air Base
37848,5265,OPNH,medium_airport,Shaheed Benazirabad Airport,26.2194,68.39009899999999,95.0,AS,PK,PK-SD,Nawabashah,yes,OPNH,WNS,,,http://en.wikipedia.org/wiki/Nawabshah_Airport,
37853,5268,OPPG,medium_airport,Panjgur Airport,26.954500198364254,64.13249969482422,3289.0,AS,PK,PK-BA,Panjgur,yes,OPPG,PJG,,,http://en.wikipedia.org/wiki/Panjgur_Airport,
37854,5269,OPPI,medium_airport,Pasni Airport,25.29050064086914,63.34510040283203,33.0,AS,PK,PK-BA,Pasni,yes,OPPI,PSI,,,http://en.wikipedia.org/wiki/Pasni_Airport,
37856,5270,OPPS,medium_airport,Peshawar International Airport,33.993900299072266,71.51460266113281,1158.0,AS,PK,PK-NW,Peshawar,yes,OPPS,PEW,,,http://en.wikipedia.org/wiki/Peshawar_International_Airport,
37858,5272,OPQT,medium_airport,Quetta International Airport,30.251399993896484,66.93779754638672,5267.0,AS,PK,PK-BA,Quetta,yes,OPQT,UET,,,http://en.wikipedia.org/wiki/Quetta_International_Airport,
37859,5273,OPRK,medium_airport,Shaikh Zaid Airport,28.383899688720703,70.27960205078125,271.0,AS,PK,PK-PB,Rahim Yar Khan,yes,OPRK,RYK,,,http://en.wikipedia.org/wiki/Shaikh_Zayed_International_Airport,Rahim Yar Khan Airport
37860,5274,OPRN,medium_airport,Benazir Bhutto International Airport,33.616699,73.099197,1668.0,AS,PK,PK-PB,Islamabad,no,OPRN,,,,https://en.wikipedia.org/wiki/Benazir_Bhutto_International_Airport,"ISB, Chaklala Air Base, Islamabad International Airport, Rawalpindi"
37861,32125,OPRQ,medium_airport,Rafiqui Air Base,30.758100509643555,72.28250122070312,492.0,AS,PK,PK-PB,Shorkot,no,OPRQ,,,,http://en.wikipedia.org/wiki/Rafiqui_Airbase,
37862,5275,OPRS,medium_airport,Risalpur Air Base,34.081100463867195,71.97260284423828,1050.0,AS,PK,PK-NW,Risalpur,no,OPRS,,,,http://en.wikipedia.org/wiki/Risalpur_Airbase,
37863,5276,OPRT,medium_airport,Rawalakot Airport,33.84970092773437,73.79810333251953,5479.0,AS,PK,PK-JK,Rawalakot,yes,OPRT,RAZ,,,http://en.wikipedia.org/wiki/Rawalakot_Airport,
37865,5277,OPSD,medium_airport,Skardu Airport,35.33549880981445,75.53600311279297,7316.0,AS,PK,PK-NA,Skardu,yes,OPSD,KDU,,,http://en.wikipedia.org/wiki/Skardu_Airport,
37866,5278,OPSF,medium_airport,Faisal Air Base,24.87420082092285,67.11849975585939,29.0,AS,PK,PK-SD,Karachi,no,OPSF,,,,http://en.wikipedia.org/wiki/Faisal_Airbase,
37867,5279,OPSK,medium_airport,Sukkur Airport,27.72200012207031,68.79170227050781,196.0,AS,PK,PK-SD,Mirpur Khas,yes,OPSK,SKZ,,,http://en.wikipedia.org/wiki/Sukkur_Airport,
37868,30590,OPSN,medium_airport,Sehwan Sharif Airport,26.473100662231445,67.71720123291016,121.0,AS,PK,PK-SD,Sehwan Sharif,yes,OPSN,SYW,,,http://en.wikipedia.org/wiki/Sehwan_Sharif_Airport,
37870,32290,OPSR,medium_airport,Mushaf Air Base,32.048599243164055,72.66500091552734,614.0,AS,PK,PK-PB,Sargodha,no,OPSR,SGI,,,http://en.wikipedia.org/wiki/Mushaf_Airbase,BHW
37871,5280,OPSS,medium_airport,Saidu Sharif Airport,34.8135986328125,72.35279846191406,3183.0,AS,PK,PK-NW,Saidu Sharif,yes,OPSS,SDT,,,http://en.wikipedia.org/wiki/Saidu_Sharif_Airport,
37872,41624,OPST,large_airport,Sialkot Airport,32.5355567932,74.3638916016,837.0,AS,PK,PK-PB,Sialkot,yes,OPST,SKT,,,http://en.wikipedia.org/wiki/Sialkot_International_Airport,
37873,5281,OPSU,medium_airport,Sui Airport,28.645099639892575,69.17690277099611,763.0,AS,PK,PK-BA,Sui,no,OPSU,SUL,,,http://en.wikipedia.org/wiki/Sui_Airport,
37878,5283,OPTU,medium_airport,Turbat International Airport,25.98640060424805,63.03020095825195,498.0,AS,PK,PK-BA,Turbat,yes,OPTU,TUK,,,http://en.wikipedia.org/wiki/Turbat_Airport,
37880,5285,OPZB,medium_airport,Zhob Airport,31.358400344848636,69.46360015869139,4728.0,AS,PK,PK-BA,Fort Sandeman,yes,OPZB,PZH,,,http://en.wikipedia.org/wiki/Zhob_Airport,
37981,5286,ORAA,medium_airport,Al Asad Air Base,33.7855987549,42.4412002563,618.0,AS,IQ,IQ-AN,Hīt,no,ORAA,IQA,,,http://en.wikipedia.org/wiki/Al_Asad_Airbase,Qadisiyah Airbase
37982,5287,ORAT,medium_airport,Al Taqaddum Air Base,33.33810043335,43.597099304199,275.0,AS,IQ,IQ-AN,Al Habbaniyah,no,ORAT,TQD,,,http://en.wikipedia.org/wiki/Al_Taqaddum,"Tammuz Airbase, Al Fallujah, Greene Field"
37984,5288,ORBD,medium_airport,Joint Base Balad,33.940200805699995,44.361598968500005,161.0,AS,IQ,IQ-SD,Balad,no,ORBD,XQC,,,http://en.wikipedia.org/wiki/Joint_Base_Balad,"Balad Southeast Air Base,Al-Bakir Air Base, Camp Anaconda, قاعدة البكر الجوية"
37985,5289,ORBI,large_airport,Baghdad International Airport,33.262500762900004,44.2346000671,114.0,AS,IQ,IQ-BG,Baghdad,yes,ORBI,BGW,,,http://en.wikipedia.org/wiki/Baghdad_International_Airport,"SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport"
37986,5290,ORBM,medium_airport,Mosul International Airport,36.305801,43.1474,719.0,AS,IQ,IQ-NI,Mosul,no,ORBM,OSM,,,http://en.wikipedia.org/wiki/Mosul_International_Airport,OSB
37988,5292,ORER,medium_airport,Erbil International Airport,36.23759841918945,43.96319961547852,1341.0,AS,IQ,IQ-AR,Arbil,yes,ORER,EBL,,,http://en.wikipedia.org/wiki/Erbil_International_Airport,"Irbil, Kurdistan, فروکه‌خانه‌ی نيوده‌وله‌تی هه‌ولير"
37990,5293,ORKK,medium_airport,Kirkuk Air Base,35.46950149536133,44.348899841308594,1061.0,AS,IQ,IQ-TS,Kirkuk,no,ORKK,KIK,,,,
37991,5294,ORMM,large_airport,Basrah International Airport,30.54910087585449,47.66210174560547,11.0,AS,IQ,IQ-BA,Basrah,yes,ORMM,BSR,,,http://en.wikipedia.org/wiki/Basra_International_Airport,
37993,5295,ORQW,medium_airport,Qayyarah West Airport,35.76720047,43.1250991821,749.0,AS,IQ,IQ-NI,Qayyarah,no,ORQW,RQW,,,,
37995,5296,ORSH,medium_airport,Al Sahra Army Air Field,34.67319869995117,43.54299926757813,451.0,AS,IQ,IQ-SD,Tikrit,no,ORSH,,,,,
37996,5297,ORSU,medium_airport,Sulaymaniyah International Airport,35.5617485046,45.316738128699996,2494.0,AS,IQ,IQ-SW,Sulaymaniyah,yes,ORSU,ISU,OSO,,http://en.wikipedia.org/wiki/Sulaimaniyah_International_Airport,"Kurd, Kurdish, Kurdistan"
37997,5298,ORTF,medium_airport,Tall Afar Army Air Field,36.28310012817383,42.40299987792969,996.0,AS,IQ,IQ-NI,Tall Afar,no,ORTF,,,,,
37998,5299,ORTI,medium_airport,Al Taji Army Air Field,33.52389907836914,44.25669860839844,121.0,AS,IQ,IQ-BG,Taji,no,ORTI,,,,"http://en.wikipedia.org/wiki/Taji,_Iraq#Camp_Taji",
37999,5300,ORTL,medium_airport,Ali Air Base,30.935800552368164,46.0900993347168,20.0,AS,IQ,IQ-DQ,Nasiriyah,no,ORTL,,,,http://en.wikipedia.org/wiki/Ali_Air_Base,"Tallil Air Base, Camp Adder"
38000,5301,ORUB,medium_airport,Ubaydah Bin Al Jarrah Airport,32.48199844360352,45.75709915161133,68.0,AS,IQ,IQ-WA,Al Cut,no,ORUB,,,,,
38003,6339,OS57,medium_airport,Abu ad Duhur Air Base,35.732200622558594,37.10419845581055,846.0,AS,SY,SY-HL,Abu ad Duhur,no,,,,,,"OS57, Abu ad Duhor"
38010,6346,OS64,medium_airport,An Nasiriyah Air Base,33.91899871826172,36.866600036621094,2727.0,AS,SY,SY-DI,,no,,,,,,OS64
38015,6351,OS69,medium_airport,Khalkhalah Air Base,33.077301025390625,36.55820846557617,2310.0,AS,SY,SY-SU,Buraq,no,,,,,,OS69
38016,6352,OS70,medium_airport,Al Qusayr Air Base,34.56909942626953,36.57279968261719,1768.0,AS,SY,SY-HI,Al-Qusayr,no,,,,,,"OS70, القصير"
38020,5302,OSAP,large_airport,Aleppo International Airport,36.18069839477539,37.22439956665039,1276.0,AS,SY,SY-HL,Aleppo,yes,OSAP,ALP,,http://www.aleppo-airport.com/en/,http://en.wikipedia.org/wiki/Aleppo_International_Airport,مطار حلب الدولي
38021,5303,OSDI,large_airport,Damascus International Airport,33.4114990234375,36.51559829711914,2020.0,AS,SY,SY-DI,Damascus,yes,OSDI,DAM,,,http://en.wikipedia.org/wiki/Damascus_International_Airport,مطار دمشق الدولي
38022,5304,OSDZ,medium_airport,Deir ez-Zor Air Base,35.2854,40.175999,700.0,AS,SY,SY-DY,Deir ez-Zor,yes,OSDZ,DEZ,,,http://en.wikipedia.org/wiki/Deir_ez-Zor_Airport,"Al Jafrah Airport, مطار دير الزور"
38025,5305,OSKL,medium_airport,Kamishly Airport,37.020599365234375,41.19139862060547,1480.0,AS,SY,SY-HA,Kamishly,yes,OSKL,KAC,,,http://en.wikipedia.org/wiki/Kamishly_Airport,"مطار القامشلي‎, Qamishly"
38026,5306,OSLK,large_airport,Bassel Al-Assad International Airport,35.401100158691406,35.948699951171875,157.0,AS,SY,SY-LA,Latakia,yes,OSLK,LTK,,,http://en.wikipedia.org/wiki/Bassel_Al-Assad_International_Airport,مطار الشهيد باسل الأسد الدولي
38027,5307,OSPR,medium_airport,Palmyra Airport,34.5574,38.316897999999995,1322.0,AS,SY,SY-HI,Tadmur,no,OSPR,PMS,,,https://en.wikipedia.org/wiki/Palmyra_Airport,
38028,5308,OTBD,medium_airport,Doha International Airport,25.261101,51.565102,35.0,AS,QA,QA-DA,Doha,no,OTBD,DIA,,http://www.dohaairport.com/,http://en.wikipedia.org/wiki/Doha_International_Airport,مطار الدوحة الدولى
38029,5309,OTBH,medium_airport,Al Udeid Air Base,25.117300033600003,51.3149986267,130.0,AS,QA,QA-RA,Ar Rayyan,no,OTBH,XJD,,,http://en.wikipedia.org/wiki/Al_Udeid_Air_Base,
38036,26977,OY74,medium_airport,Al Anad Air Base,13.174699783325195,44.765098571777344,900.0,AS,YE,YE-LA,,no,,,,,,OY74
38038,5311,OYAA,medium_airport,Aden International Airport,12.829500198364258,45.02880096435547,7.0,AS,YE,YE-AD,Aden,yes,OYAA,ADE,,,http://en.wikipedia.org/wiki/Aden_International_Airport,
38040,5312,OYAT,medium_airport,Ataq Airport,14.551300048828125,46.82619857788086,3735.0,AS,YE,YE-AB,,no,OYAT,AXK,,,,
38043,5314,OYBN,medium_airport,Beihan Airport,14.781999588012695,45.72010040283203,3800.0,AS,YE,YE-AB,,no,OYBN,BHN,,,,
38045,5315,OYGD,medium_airport,Al Ghaidah International Airport,16.191699981689453,52.17499923706055,134.0,AS,YE,YE-MR,,yes,OYGD,AAY,,,http://en.wikipedia.org/wiki/Al_Ghaydah_Airport,
38046,5316,OYHD,medium_airport,Hodeidah International Airport,14.753000259399414,42.97629928588867,41.0,AS,YE,YE-HU,Hodeida,yes,OYHD,HOD,,,http://en.wikipedia.org/wiki/Hodeida_International_Airport,Al Hudaydah International Airport
38051,5317,OYRN,medium_airport,Mukalla International Airport,14.662599563598633,49.375,54.0,AS,YE,YE-HD,Riyan,yes,OYRN,RIY,,,http://en.wikipedia.org/wiki/Riyan_Airport,RAF Riyan
38055,5318,OYSN,medium_airport,Sana'a International Airport,15.476300239562988,44.21969985961914,7216.0,AS,YE,YE-SN,Sana'a,yes,OYSN,SAH,,,http://en.wikipedia.org/wiki/Sana'a_International_Airport,
38056,5319,OYSQ,medium_airport,Socotra International Airport,12.63070011138916,53.905799865722656,146.0,AS,YE,YE-HD,Socotra Islands,yes,OYSQ,SCT,,,http://en.wikipedia.org/wiki/Socotra_Airport,
38057,5320,OYSY,medium_airport,Sayun International Airport,15.9660997391,48.78829956049999,2097.0,AS,YE,YE-HD,Sayun,yes,OYSY,GXF,,,http://en.wikipedia.org/wiki/Sayun_Airport,
38058,5321,OYTZ,medium_airport,Ta'izz International Airport,13.6859998703,44.139099121099996,4838.0,AS,YE,YE-TA,Ta'izz,yes,OYTZ,TAI,,,http://en.wikipedia.org/wiki/Ta'izz_International_Airport,Ganed Airport
38212,5336,PAAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,242.0,,US,US-AK,Palmer,no,PAAQ,PAQ,PAQ,,http://en.wikipedia.org/wiki/Palmer_Municipal_Airport,"Palmer Muni, Palmer Buddy Woods Municipal"
38214,5337,PABA,medium_airport,Barter Island LRRS Airport,70.13400268550001,-143.582000732,2.0,,US,US-AK,Barter Island Lrrs,no,PABA,BTI,BTI,,http://en.wikipedia.org/wiki/Barter_Island_LRRS_Airport,
38215,5338,PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,126.0,,US,US-AK,Bethel,yes,PABE,BET,BET,,http://en.wikipedia.org/wiki/Bethel_Airport,
38217,5339,PABI,medium_airport,Allen Army Airfield,63.994499206499995,-145.722000122,1291.0,,US,US-AK,Delta Junction Ft Greely,no,PABI,BIG,BIG,,http://en.wikipedia.org/wiki/Allen_Army_Airfield00000000000000,Big Delta Army Airfield
38218,5340,PABL,medium_airport,Buckland Airport,65.9815979004,-161.149002075,31.0,,US,US-AK,Buckland,no,PABL,BKC,BVK,,http://en.wikipedia.org/wiki/Buckland_Airport,
38221,5342,PABR,medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,44.0,,US,US-AK,Utqiaġvik,yes,PABR,BRW,BRW,,http://en.wikipedia.org/wiki/Wiley_Post-Will_Rogers_Memorial_Airport,Barrow
38222,5343,PABT,medium_airport,Bettles Airport,66.91390228,-151.529007,647.0,,US,US-AK,Bettles,no,PABT,BTT,BTT,,http://en.wikipedia.org/wiki/Bettles_Airport,
38224,5344,PABV,medium_airport,Birchwood Airport,61.41650009,-149.5070038,83.0,,US,US-AK,Birchwood,no,PABV,,BCV,,,
38225,5345,PACD,medium_airport,Cold Bay Airport,55.20610046386719,-162.72500610351562,96.0,,US,US-AK,Cold Bay,no,PACD,CDB,CDB,,http://en.wikipedia.org/wiki/Cold_Bay_Airport,
38229,5346,PACL,medium_airport,Clear Airport,64.301201,-149.119995,552.0,,US,US-AK,Clear,no,PACL,,Z84,,https://en.wikipedia.org/wiki/Clear_Airport,
38230,5347,PACM,medium_airport,Scammon Bay Airport,61.84529876710001,-165.570999146,14.0,,US,US-AK,Scammon Bay,no,PACM,SCM,SCM,,,
38233,5348,PACV,medium_airport,Merle K (Mudhole) Smith Airport,60.49179839999999,-145.4779968,54.0,,US,US-AK,Cordova,yes,PACV,CDV,CDV,,http://en.wikipedia.org/wiki/Merle_K._(Mudhole)_Smith_Airport,
38236,5349,PACZ,medium_airport,Cape Romanzof LRRS Airport,61.78030014,-166.03900149999998,464.0,,US,US-AK,Cape Romanzof,no,PACZ,CZF,CZF,,http://en.wikipedia.org/wiki/Cape_Romanzof_LRRS_Airport,
38237,5350,PADE,medium_airport,Deering Airport,66.0696029663,-162.76600647,21.0,,US,US-AK,Deering,no,PADE,DRG,DEE,,http://en.wikipedia.org/wiki/Deering_Airport,
38239,16092,PADK,medium_airport,Adak Airport,51.87799835205078,-176.64599609375,18.0,,US,US-AK,Adak Island,yes,PADK,ADK,ADK,,http://en.wikipedia.org/wiki/Adak_Airport,
38240,5351,PADL,medium_airport,Dillingham Airport,59.04470062,-158.50500490000002,81.0,,US,US-AK,Dillingham,yes,PADL,DLG,DLG,,http://en.wikipedia.org/wiki/Dillingham_Airport,
38241,5352,PADM,medium_airport,Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,103.0,,US,US-AK,Marshall,yes,PADM,MLL,MDM,,http://en.wikipedia.org/wiki/Marshall_Don_Hunter_Sr._Airport,3A5
38242,5353,PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,78.0,,US,US-AK,Kodiak,yes,PADQ,ADQ,ADQ,,http://en.wikipedia.org/wiki/Kodiak_Airport,
38243,5354,PADU,medium_airport,Unalaska Airport,53.900100708000004,-166.54400634799998,22.0,,US,US-AK,Unalaska,yes,PADU,DUT,DUT,,http://en.wikipedia.org/wiki/Unalaska_Airport,Dutch Harbor
38245,5355,PAED,medium_airport,Elmendorf Air Force Base,61.2509994506836,-149.8070068359375,212.0,,US,US-AK,Anchorage,no,PAED,EDF,EDF,,http://en.wikipedia.org/wiki/Elmendorf_Air_Force_Base,
38248,5356,PAEH,medium_airport,Cape Newenham LRRS Airport,58.6464004517,-162.06300354,541.0,,US,US-AK,Cape Newenham,no,PAEH,EHM,EHM,,http://en.wikipedia.org/wiki/Cape_Newenham_LRRS_Airport,
38249,5357,PAEI,medium_airport,Eielson Air Force Base,64.66570282,-147.102005,547.0,,US,US-AK,Fairbanks,no,PAEI,EIL,EIL,,http://en.wikipedia.org/wiki/Eielson_Air_Force_Base,
38251,5358,PAEM,medium_airport,Emmonak Airport,62.78609848,-164.49099730000003,13.0,,US,US-AK,Emmonak,yes,PAEM,EMK,ENM,,http://en.wikipedia.org/wiki/Emmonak_Airport,
38252,5359,PAEN,medium_airport,Kenai Municipal Airport,60.57310104370117,-151.2449951171875,99.0,,US,US-AK,Kenai,no,PAEN,ENA,ENA,,http://en.wikipedia.org/wiki/Kenai_Municipal_Airport,
38254,5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.85600280000003,439.0,,US,US-AK,Fairbanks,yes,PAFA,FAI,FAI,,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,
38255,5361,PAFB,medium_airport,Ladd AAF Airfield,64.83750153,-147.6139984,454.0,,US,US-AK,Fairbanks/Ft Wainwright,no,PAFB,FBK,FBK,,http://en.wikipedia.org/wiki/Ladd_Army_Airfield,
38256,5362,PAFE,medium_airport,Kake Airport,56.9613990784,-133.910003662,172.0,,US,US-AK,Kake,no,PAFE,,AFE,,http://en.wikipedia.org/wiki/Kake_Airport,
38259,5363,PAFM,medium_airport,Ambler Airport,67.1063,-157.856989,334.0,,US,US-AK,Ambler,no,PAFM,ABL,AFM,,http://en.wikipedia.org/wiki/Ambler_Airport,Z60
38264,5365,PAGA,medium_airport,Edward G. Pitka Sr Airport,64.73619843,-156.93699650000002,153.0,,US,US-AK,Galena,no,PAGA,GAL,GAL,,http://en.wikipedia.org/wiki/Edward_G._Pitka_Sr._Airport,
38268,5367,PAGK,medium_airport,Gulkana Airport,62.15489960000001,-145.4570007,1586.0,,US,US-AK,Gulkana,no,PAGK,GKN,GKN,,http://en.wikipedia.org/wiki/Gulkana_Airport,
38270,5368,PAGM,medium_airport,Gambell Airport,63.76679992675781,-171.73300170898438,27.0,,US,US-AK,Gambell,no,PAGM,GAM,GAM,,http://en.wikipedia.org/wiki/Gambell_Airport,
38273,5369,PAGS,medium_airport,Gustavus Airport,58.42530060000001,-135.7070007,35.0,,US,US-AK,Gustavus,yes,PAGS,GST,GST,,http://en.wikipedia.org/wiki/Gustavus_Airport,
38276,17619,PAHC,medium_airport,Holy Cross Airport,62.18830108642578,-159.77499389648438,70.0,,US,US-AK,Holy Cross,yes,PAHC,HCR,HCA,,http://en.wikipedia.org/wiki/Holy_Cross_Airport,4Z4
38277,5370,PAHL,medium_airport,Huslia Airport,65.69789886,-156.3509979,220.0,,US,US-AK,Huslia,no,PAHL,HSL,HLA,,http://en.wikipedia.org/wiki/Huslia_Airport,
38278,5372,PAHN,medium_airport,Haines Airport,59.24380111694336,-135.52400207519528,15.0,,US,US-AK,Haines,yes,PAHN,HNS,HNS,,http://en.wikipedia.org/wiki/Haines_Airport,
38279,5373,PAHO,medium_airport,Homer Airport,59.64559936523438,-151.4770050048828,84.0,,US,US-AK,Homer,no,PAHO,HOM,HOM,,http://en.wikipedia.org/wiki/Homer_Airport,
38280,5374,PAHP,medium_airport,Hooper Bay Airport,61.52389908,-166.1470032,13.0,,US,US-AK,Hooper Bay,no,PAHP,HPB,HPB,,http://en.wikipedia.org/wiki/Hooper_Bay_Airport,
38287,5375,PAII,medium_airport,Egegik Airport,58.1855010986,-157.375,92.0,,US,US-AK,Egegik,yes,PAII,EGX,EII,,http://en.wikipedia.org/wiki/Egegik_Airport,
38288,5376,PAIK,medium_airport,Bob Baker Memorial Airport,66.9759979248,-160.43699646,166.0,,US,US-AK,Kiana,no,PAIK,IAN,IAN,,http://en.wikipedia.org/wiki/Bob_Baker_Memorial_Airport,
38289,5377,PAIL,medium_airport,Iliamna Airport,59.75439835,-154.9109955,192.0,,US,US-AK,Iliamna,no,PAIL,ILI,ILI,,http://en.wikipedia.org/wiki/Iliamna_Airport,
38290,5378,PAIM,medium_airport,Indian Mountain LRRS Airport,65.99279785,-153.7039948,1273.0,,US,US-AK,Utopia Creek,no,PAIM,UTO,UTO,,http://en.wikipedia.org/wiki/Indian_Mountain_LRRS_Airport,
38294,5379,PAJN,medium_airport,Juneau International Airport,58.35499954223633,-134.57600402832028,21.0,,US,US-AK,Juneau,yes,PAJN,JNU,JNU,,http://en.wikipedia.org/wiki/Juneau_International_Airport,
38303,5380,PAKN,medium_airport,King Salmon Airport,58.67679977,-156.6490021,73.0,,US,US-AK,King Salmon,yes,PAKN,AKN,AKN,,http://en.wikipedia.org/wiki/King_Salmon_Airport,
38305,5381,PAKP,medium_airport,Anaktuvuk Pass Airport,68.13359833,-151.7429962,2102.0,,US,US-AK,Anaktuvuk Pass,no,PAKP,AKP,AKP,,http://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport,
38306,5382,PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89.0,,US,US-AK,Ketchikan,yes,PAKT,KTN,KTN,,http://en.wikipedia.org/wiki/Ketchikan_International_Airport,
38309,5383,PAKW,medium_airport,Klawock Airport,55.5792007446,-133.076004028,80.0,,US,US-AK,Klawock,no,PAKW,KLW,AKW,,http://en.wikipedia.org/wiki/Klawock_Airport,
38316,5385,PALU,medium_airport,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,16.0,,US,US-AK,Cape Lisburne,no,PALU,LUR,LUR,,http://en.wikipedia.org/wiki/Cape_Lisburne_LRRS_Airport,
38318,21844,PAMC,medium_airport,McGrath Airport,62.95289993,-155.60600280000003,341.0,,US,US-AK,McGrath,yes,PAMC,MCG,MCG,,http://en.wikipedia.org/wiki/McGrath_Airport,
38325,5386,PAMR,medium_airport,Merrill Field,61.2135009765625,-149.843994140625,137.0,,US,US-AK,Anchorage,no,PAMR,MRI,MRI,,http://en.wikipedia.org/wiki/Merrill_Field,
38327,5387,PAMY,medium_airport,Mekoryuk Airport,60.37139892578125,-166.27099609375,48.0,,US,US-AK,Mekoryuk,no,PAMY,MYU,MYU,,,
38329,5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,yes,PANC,ANC,ANC,,http://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
38330,16291,PANI,medium_airport,Aniak Airport,61.58160018920898,-159.54299926757812,88.0,,US,US-AK,Aniak,yes,PANI,ANI,ANI,,http://en.wikipedia.org/wiki/Aniak_Airport,
38331,5390,PANN,medium_airport,Nenana Municipal Airport,64.54730224609375,-149.07400512695312,362.0,,US,US-AK,Nenana,no,PANN,ENN,ENN,,http://en.wikipedia.org/wiki/Nenana_Municipal_Airport,
