,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
15188,44225,CN-0147,medium_airport,Feidong Air Base,31.90940093994141,117.65899658203124,,AS,CN,CN-34,,no,,,,,,
15189,44227,CN-0149,medium_airport,Fuzhou Air Base,26.0044002532959,119.31199645996094,,AS,CN,CN-35,Fuzhou,no,,,,,,
15190,44230,CN-0152,medium_airport,Huian Air Base,25.02610015869141,118.80699920654295,,AS,CN,CN-35,,no,,,,,,
15191,44231,CN-0153,medium_airport,Jianqiao/Hangzhou Airfield,30.33530044555664,120.24099731445312,,AS,CN,CN-33,Hangzhou,no,,,,,,
15192,44232,CN-0154,medium_airport,Jiaxing Air Base,30.706640243530273,120.68061065673828,,AS,CN,CN-33,,no,,,,,,
15193,44236,CN-0158,medium_airport,Longtian/Lung-T'ien Air Base,25.57279968261719,119.45999908447266,,AS,CN,CN-35,,no,,,,,,
15194,44237,CN-0159,medium_airport,Longyou Air Base,29.113100051879886,119.177001953125,,AS,CN,CN-33,,no,,,,,,
15195,44239,CN-0161,medium_airport,Mahuiling Air Base,29.47719955444336,115.802001953125,,AS,CN,CN-36,,no,,,,,,
15196,44240,CN-0162,medium_airport,Nanchang New Airfield,28.63559913635254,115.93000030517578,,AS,CN,CN-36,Nanchang,no,,,,,,
15197,44241,CN-0163,medium_airport,Nanchang Xiangtang Air Base,28.42079925537109,115.92400360107422,,AS,CN,CN-36,Nanchang,no,,,,,,
15198,44243,CN-0165,medium_airport,Ningbo Zhangqiao Air Base,29.922800064086914,121.5739974975586,,AS,CN,CN-33,,no,,,,,,
15199,44247,CN-0169,medium_airport,Shanghai Dachang Air Base,31.32360076904297,121.41100311279295,,AS,CN,CN-31,Shanghai,no,,,,,,
15202,44260,CN-0182,medium_airport,Zhangshu Air Base,28.02169990539551,115.5510025024414,,AS,CN,CN-36,,no,,,,,,
15204,44263,CN-0185,medium_airport,Changchun Air Base,43.90530014038086,125.197998046875,,AS,CN,CN-22,,no,,,,,,
15205,44265,CN-0187,medium_airport,Chifeng Air Base,42.15890121459961,118.84200286865234,,AS,CN,CN-15,,no,,,,,,
15206,44267,CN-0189,medium_airport,Dandong Airport,40.0247,124.28600300000001,30.0,AS,CN,CN-21,Dandong,yes,ZYDD,DDG,,http://www.ddcei.gov.cn/english/index.html,http://en.wikipedia.org/wiki/Dandong_Airport,
15207,44268,CN-0190,medium_airport,Dingxin/Shuangchengzi Air Base,40.40140151977539,99.78939819335938,,AS,CN,CN-62,,no,,,,,,
15208,44269,CN-0191,medium_airport,Fuxin Air Base,42.07889938354492,121.66200256347656,,AS,CN,CN-21,,no,,,,,,
15209,44270,CN-0192,medium_airport,Gongzhuling Air Base,43.52420043945313,124.78600311279295,,AS,CN,CN-22,,no,,,,,,
15210,44271,CN-0193,medium_airport,Harbin Air Base,45.597499847399995,126.65899658200001,,AS,CN,CN-23,,no,,,,,,Ping Fang Tien Air Base
15213,44275,CN-0197,medium_airport,Kaiyuan Air Base,42.52579879760742,123.98200225830078,,AS,CN,CN-21,,no,,,,,,
15214,44276,CN-0198,medium_airport,Lalin Air Base,45.2593994140625,126.8949966430664,,AS,CN,CN-23,,no,,,,,,
15215,44279,CN-0201,medium_airport,Pingquan Air Base,40.90079879760742,118.68099975585938,,AS,CN,CN-13,,no,,,,,,
15216,44282,CN-0204,medium_airport,Shenyang Beiling Air Base,41.87080001831055,123.43900299072266,,AS,CN,CN-21,Shenyang,no,,,,,,
15217,44284,CN-0206,medium_airport,Shenyang Yu Hung Tun Air Base,41.8224983215332,123.29900360107422,,AS,CN,CN-21,Shenyang,no,,,,,,
15219,44286,CN-0208,medium_airport,Siping Air Base,43.156898498535156,124.29199981689452,,AS,CN,CN-22,,no,,,,,,
15220,44287,CN-0209,medium_airport,Suizhong Air Base,40.29890060424805,120.35900115966795,,AS,CN,CN-21,,no,,,,,,
15221,44288,CN-0210,medium_airport,Tuchengzi Air Base,38.912200927734375,121.23899841308594,,AS,CN,CN-21,,no,,,,,,
15223,43974,CN-JNZ,medium_airport,Sanshilipu Air Base,39.28950119018555,121.76100158691406,,AS,CN,CN-21,Dalian,no,,,,,,Shilipu
15284,1294,CNC3,medium_airport,Brampton Airport,43.7602996826,-79.875,935.0,,CA,CA-ON,Brampton,no,CNC3,,CNC3,,http://en.wikipedia.org/wiki/Brampton_Airport,NC3
15495,16882,CO28,balloonport,Suckla Farms Balloonport,40.05830001831055,-104.89199829101562,5050.0,,US,US-CO,Dacono,no,CO28,,CO28,,,
16197,44646,CY-0002,medium_airport,Lefkoniko Airport,35.235946999999996,33.724358,146.0,AS,CY,CY-03,Geçitkale,yes,LCGK,GEC,,,https://en.wikipedia.org/wiki/Geçitkale_Air_Base,Geçitkale Air Base
16206,1652,CYAC,medium_airport,Cat Lake Airport,51.72719955444336,-91.82440185546876,1344.0,,CA,CA-ON,Cat Lake,yes,CYAC,YAC,,,http://en.wikipedia.org/wiki/Cat_Lake_Airport,
16208,1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.65420150756836,-93.439697265625,1125.0,,CA,CA-ON,Fort Frances,yes,CYAG,YAG,,,http://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport,
16209,1655,CYAH,medium_airport,La Grande-4 Airport,53.754699707,-73.67530059810001,1005.0,,CA,CA-QC,La Grande-4,no,CYAH,YAH,,,http://en.wikipedia.org/wiki/La_Grande-4_Airport,YAH
16210,1656,CYAL,medium_airport,Alert Bay Airport,50.58219909667969,-126.91600036621094,240.0,,CA,CA-BC,Alert Bay,no,CYAL,YAL,,,http://en.wikipedia.org/wiki/Alert_Bay_Airport,
16211,1657,CYAM,medium_airport,Sault Ste Marie Airport,46.48500061035156,-84.5093994140625,630.0,,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,,http://www.saultairport.com/,http://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport,
16212,1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016479492,-88.6427993774414,672.0,,CA,CA-ON,Kasabonika,yes,CYAQ,XKS,,,http://en.wikipedia.org/wiki/Kasabonika_Airport,YAQ
16213,1659,CYAS,medium_airport,Kangirsuk Airport,60.027198791503906,-69.99919891357422,403.0,,CA,CA-QC,Kangirsuk,yes,CYAS,YKG,,,http://en.wikipedia.org/wiki/Kangirsuk_Airport,YAS
16214,1660,CYAT,medium_airport,Attawapiskat Airport,52.9275016784668,-82.43190002441406,31.0,,CA,CA-ON,Attawapiskat,yes,CYAT,YAT,,,http://en.wikipedia.org/wiki/Attawapiskat_Airport,
16215,1661,CYAU,medium_airport,Liverpool South Shore Regional Airport,44.2303009033,-64.85610198970001,321.0,,CA,CA-NS,Liverpool,no,CYAU,,YAU,,http://en.wikipedia.org/wiki/Liverpool/South_Shore_Regional_Airport,
16216,1662,CYAV,medium_airport,Winnipeg / St. Andrews Airport,50.0564002991,-97.0325012207,760.0,,CA,CA-MB,Winnipeg,no,CYAV,,YAV,,http://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport,
16218,1664,CYAX,medium_airport,Lac Du Bonnet Airport,50.2943992615,-96.01000213620001,850.0,,CA,CA-MB,Lac Du Bonnet,yes,CYAX,,YAX,,https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport,
16219,1665,CYAY,medium_airport,St. Anthony Airport,51.391899108900006,-56.083099365200006,108.0,,CA,CA-NL,St. Anthony,yes,CYAY,YAY,,,http://en.wikipedia.org/wiki/St._Anthony_Airport,
16220,1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.77558300000001,80.0,,CA,CA-BC,Tofino,yes,CYAZ,YAZ,,http://www.acrd.bc.ca/long-beach-airport,http://en.wikipedia.org/wiki/Tofino_Airport,
16223,1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56.0,,CA,CA-NU,Kugaaruk,yes,CYBB,YBB,,,http://en.wikipedia.org/wiki/Kugaaruk_Airport,"YBB, Pelly Bay Townsite Airport"
16224,1669,CYBC,medium_airport,Baie Comeau Airport,49.13249969482422,-68.20439910888672,71.0,,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,,,http://en.wikipedia.org/wiki/Baie-Comeau_Airport,
16225,1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117.0,,CA,CA-BC,Bella Coola,yes,CYBD,QBC,,,http://en.wikipedia.org/wiki/Bella_Coola_Airport,YBD
16226,1671,CYBE,medium_airport,Uranium City Airport,59.5614013671875,-108.4810028076172,1044.0,,CA,CA-SK,Uranium City,yes,CYBE,YBE,,,http://en.wikipedia.org/wiki/Uranium_City_Airport,
16227,1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836.0,,CA,CA-AB,Bonnyville,yes,CYBF,YBY,,http://town.bonnyville.ab.ca/livingin/airport/index.html,http://en.wikipedia.org/wiki/Bonnyville_Airport,YBF
16228,1673,CYBG,medium_airport,CFB Bagotville,48.33060073852539,-70.99639892578125,522.0,,CA,CA-QC,Bagotville,yes,CYBG,YBG,,,http://en.wikipedia.org/wiki/CFB_Bagotville,Bagotville Airport
16229,1674,CYBK,medium_airport,Baker Lake Airport,64.29889678960001,-96.077796936,59.0,,CA,CA-NU,Baker Lake,yes,CYBK,YBK,,,http://en.wikipedia.org/wiki/Baker_Lake_Airport,
16230,1675,CYBL,medium_airport,Campbell River Airport,49.95080184936523,-125.27100372314452,346.0,,CA,CA-BC,Campbell River,yes,CYBL,YBL,,,http://en.wikipedia.org/wiki/Campbell_River_Airport,
16233,1677,CYBQ,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,923.0,,CA,CA-MB,Tadoule Lake,yes,CYBQ,XTL,,,http://en.wikipedia.org/wiki/Tadoule_Lake_Airport,YBQ
16234,1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343.0,,CA,CA-MB,Brandon,yes,CYBR,YBR,,,http://en.wikipedia.org/wiki/Brandon_Airport,
16235,1679,CYBT,medium_airport,Brochet Airport,57.8894,-101.679001,1136.0,,CA,CA-MB,Brochet,yes,CYBT,YBT,,,http://en.wikipedia.org/wiki/Brochet_Airport,
16236,1680,CYBU,medium_airport,Nipawin Airport,53.33250045776367,-104.00800323486328,1220.0,,CA,CA-SK,Nipawin,no,CYBU,,,,http://en.wikipedia.org/wiki/Nipawin_Airport,YBU
16237,1681,CYBV,medium_airport,Berens River Airport,52.358897999999996,-97.018303,728.0,,CA,CA-MB,Berens River,yes,CYBV,YBV,,,http://en.wikipedia.org/wiki/Berens_River_Airport,
16238,1682,CYBW,medium_airport,Calgary / Springbank Airport,51.103099823,-114.374000549,3940.0,,CA,CA-AB,Calgary,no,CYBW,,YBW,http://www.ybw.ca/,http://en.wikipedia.org/wiki/Calgary/Springbank_Airport,YBW
16239,1683,CYBX,medium_airport,Lourdes de Blanc Sablon Airport,51.4435997009,-57.1852989197,121.0,,CA,CA-QC,Lourdes-De-Blanc-Sablon,yes,CYBX,YBX,,,http://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport,
16240,1684,CYCA,medium_airport,Cartwright Airport,53.68280029296875,-57.04190063476562,40.0,,CA,CA-NL,Cartwright,yes,CYCA,YRF,,,http://en.wikipedia.org/wiki/Cartwright_Airport,YCA
16241,1685,CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.13800048799999,90.0,,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,,,http://en.wikipedia.org/wiki/Cambridge_Bay_Airport,
16242,1686,CYCC,medium_airport,Cornwall Regional Airport,45.09280014038086,-74.56330108642578,175.0,,CA,CA-ON,Cornwall,no,CYCC,YCC,,,http://en.wikipedia.org/wiki/Cornwall_Regional_Airport,
16243,1687,CYCD,medium_airport,Nanaimo Airport,49.054970224899996,-123.869862556,92.0,,CA,CA-BC,Nanaimo,yes,CYCD,YCD,,,http://en.wikipedia.org/wiki/Nanaimo_Airport,
16244,1688,CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824.0,,CA,CA-ON,Centralia,no,CYCE,YCE,CYCE,,http://en.wikipedia.org/wiki/Centralia/Huron_Airpark,"RCAF Station Centralia, Huron Airpark"
16245,1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.296398162799996,-117.63200378399999,1624.0,,CA,CA-BC,Castlegar,yes,CYCG,YCG,,,http://en.wikipedia.org/wiki/Castlegar_Airport,
16246,1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108.0,,CA,CA-NB,Miramichi,yes,CYCH,YCH,,,http://en.wikipedia.org/wiki/Miramichi_Airport,"CFB Chatham, RCAF Station Chatham"
16248,1691,CYCL,medium_airport,Charlo Airport,47.990798999999996,-66.330299,132.0,,CA,CA-NB,Charlo,yes,CYCL,YCL,,,http://en.wikipedia.org/wiki/Charlo_Airport,
16249,1692,CYCN,medium_airport,Cochrane Airport,49.10559844970703,-81.01360321044922,861.0,,CA,CA-ON,Cochrane,no,CYCN,YCN,,,http://en.wikipedia.org/wiki/Cochrane_Airport,
16250,1693,CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74.0,,CA,CA-NU,Kugluktuk,yes,CYCO,YCO,,,http://en.wikipedia.org/wiki/Kugluktuk_Airport,Copper Mine Airport
16251,1694,CYCP,medium_airport,Blue River Airport,52.11669921875,-119.28299713134766,2240.0,,CA,CA-BC,Blue River,no,CYCP,,,,http://en.wikipedia.org/wiki/Blue_River_Airport,YCP
16252,1695,CYCQ,medium_airport,Chetwynd Airport,55.68719863891602,-121.6269989013672,2000.0,,CA,CA-BC,Chetwynd,no,CYCQ,YCQ,,,http://en.wikipedia.org/wiki/Chetwynd_Airport,
16253,1696,CYCR,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,54.61059951782226,-97.76080322265624,709.0,,CA,CA-MB,Cross Lake,no,CYCR,YCR,,,http://en.wikipedia.org/wiki/Cross_Lake_(Charlie_Sinclair_Memorial)_Airport,
16254,1697,CYCS,medium_airport,Chesterfield Inlet Airport,63.346900939899996,-90.7311019897,32.0,,CA,CA-NU,Chesterfield Inlet,yes,CYCS,YCS,,,http://en.wikipedia.org/wiki/Chesterfield_Inlet_Airport,
16259,1701,CYCY,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87.0,,CA,CA-NU,Clyde River,yes,CYCY,YCY,,,http://en.wikipedia.org/wiki/Clyde_River_Airport,
16262,1703,CYDA,medium_airport,Dawson City Airport,64.04309844970703,-139.12800598144528,1215.0,,CA,CA-YT,Dawson City,yes,CYDA,YDA,,,http://en.wikipedia.org/wiki/Dawson_City_Airport,
16263,1704,CYDB,medium_airport,Burwash Airport,61.37110137939453,-139.04100036621094,2647.0,,CA,CA-YT,Burwash,no,CYDB,YDB,,,http://en.wikipedia.org/wiki/Burwash_Airport,
16264,1705,CYDC,medium_airport,Princeton Airport,49.468101501499994,-120.51100158700001,2298.0,,CA,CA-BC,Town of Princeton,no,CYDC,,,http://princetonairport.ca,http://en.wikipedia.org/wiki/Princeton_Airport_(British_Columbia),YDC
16265,1706,CYDF,medium_airport,Deer Lake Airport,49.21080017089844,-57.39139938354492,72.0,,CA,CA-NL,Deer Lake,yes,CYDF,YDF,,,http://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland),
16268,1709,CYDM,medium_airport,Ross River Airport,61.9706001282,-132.42300415,2314.0,,CA,CA-YT,Ross River,no,CYDM,XRR,YDM,,http://en.wikipedia.org/wiki/Ross_River_Airport,
16269,1710,CYDN,medium_airport,Dauphin Barker Airport,51.10079956054688,-100.052001953125,999.0,,CA,CA-MB,Dauphin,yes,CYDN,YDN,,,http://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport),
16270,1711,CYDO,medium_airport,Dolbeau St Felicien Airport,48.778499603271,-72.375,372.0,,CA,CA-QC,Dolbeau-St-Félicien,no,CYDO,YDO,,,http://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport,Dolbeau St Methode
16271,1712,CYDP,medium_airport,Nain Airport,56.54919815063477,-61.68030166625977,22.0,,CA,CA-NL,Nain,yes,CYDP,YDP,,,http://en.wikipedia.org/wiki/Nain_Airport,
16272,1713,CYDQ,medium_airport,Dawson Creek Airport,55.7422981262207,-120.18299865722656,2148.0,,CA,CA-BC,Dawson Creek,yes,CYDQ,YDQ,,,http://en.wikipedia.org/wiki/Dawson_Creek_Airport,
16275,1716,CYEE,medium_airport,Huronia Airport,44.6833000183,-79.9282989502,770.0,,CA,CA-ON,Midland,no,CYEE,,YEE,,http://en.wikipedia.org/wiki/Midland/Huronia_Airport,
16276,1717,CYEG,large_airport,Edmonton International Airport,53.309700012200004,-113.580001831,2373.0,,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,http://en.wikipedia.org/wiki/Edmonton_International_Airport,YEA
16277,1718,CYEK,medium_airport,Arviat Airport,61.0942001343,-94.0708007812,32.0,,CA,CA-NU,Arviat,yes,CYEK,YEK,,,http://en.wikipedia.org/wiki/Arviat_Airport,
16278,1719,CYEL,medium_airport,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,1087.0,,CA,CA-ON,Elliot Lake,no,CYEL,YEL,,http://cyelont.tripod.com/cyel/,http://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport,
16279,1720,CYEM,medium_airport,Manitoulin East Municipal Airport,45.84280014038086,-81.85810089111328,869.0,,CA,CA-ON,Manitowaning,no,CYEM,YEM,,,http://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport,
16280,1721,CYEN,medium_airport,Estevan Airport,49.210300445600005,-102.96600341799999,1905.0,,CA,CA-SK,Estevan,no,CYEN,YEN,,,http://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome,YEN
16281,1722,CYER,medium_airport,Fort Severn Airport,56.01890182495117,-87.67610168457031,48.0,,CA,CA-ON,Fort Severn,yes,CYER,YER,,,http://en.wikipedia.org/wiki/Fort_Severn_Airport,
16283,1724,CYET,medium_airport,Edson Airport,53.5788993835,-116.46499633799999,3043.0,,CA,CA-AB,Edson,no,CYET,YET,,,http://en.wikipedia.org/wiki/Edson_Airport,
16285,1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419921880001,-133.483001709,224.0,,CA,CA-NT,Inuvik,yes,CYEV,YEV,,,http://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport,
16286,1727,CYEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068.0,,CA,CA-QC,Amos,no,CYEY,YEY,,,http://en.wikipedia.org/wiki/Amos/Magny_Airport,
16287,1728,CYFA,medium_airport,Fort Albany Airport,52.20140075683594,-81.6968994140625,48.0,,CA,CA-ON,Fort Albany,yes,CYFA,YFA,,,http://en.wikipedia.org/wiki/Fort_Albany_Airport,
16288,1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110.0,,CA,CA-NU,Iqaluit,yes,CYFB,YFB,,,http://en.wikipedia.org/wiki/Iqaluit_Airport,Frobisher Bay Air Base
16289,1730,CYFC,medium_airport,Fredericton Airport,45.86890029907226,-66.53720092773439,68.0,,CA,CA-NB,Fredericton,yes,CYFC,YFC,,,http://en.wikipedia.org/wiki/Greater_Fredericton_Airport,
16291,1732,CYFE,medium_airport,Forestville Airport,48.74610137939453,-69.09719848632811,293.0,,CA,CA-QC,Forestville,no,CYFE,YFE,,,http://en.wikipedia.org/wiki/Forestville_Airport,
16292,1733,CYFH,medium_airport,Fort Hope Airport,51.5619010925293,-87.90779876708984,899.0,,CA,CA-ON,Fort Hope,yes,CYFH,YFH,,,http://en.wikipedia.org/wiki/Fort_Hope_Airport,
16293,1734,CYFJ,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,46.409400939899996,-74.7799987793,827.0,,CA,CA-QC,Rivière Rouge,no,CYFJ,YTM,,http://www.mtia.ca/,http://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport,"YFJ, CYTM"
16294,1735,CYFO,medium_airport,Flin Flon Airport,54.6781005859375,-101.68199920654295,997.0,,CA,CA-MB,Flin Flon,yes,CYFO,YFO,,,http://en.wikipedia.org/wiki/Flin_Flon_Airport,
16295,1736,CYFR,medium_airport,Fort Resolution Airport,61.1808013916,-113.690002441,526.0,,CA,CA-NT,Fort Resolution,no,CYFR,YFR,,,http://en.wikipedia.org/wiki/Fort_Resolution_Airport,YFR
16296,1737,CYFS,medium_airport,Fort Simpson Airport,61.76020050048828,-121.23699951171876,555.0,,CA,CA-NT,Fort Simpson,yes,CYFS,YFS,,,http://en.wikipedia.org/wiki/Fort_Simpson_Airport,
16297,1738,CYFT,medium_airport,Makkovik Airport,55.07690048217773,-59.1864013671875,234.0,,CA,CA-NL,Makkovik,yes,CYFT,YMN,,,http://en.wikipedia.org/wiki/Makkovik_Airport,YFT
16298,1739,CYGB,medium_airport,Texada Gillies Bay Airport,49.69419860839844,-124.51799774169922,326.0,,CA,CA-BC,Texada,yes,CYGB,YGB,,,http://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport,
16299,1740,CYGD,medium_airport,Goderich Airport,43.766899108900006,-81.7106018066,712.0,,CA,CA-ON,Goderich,no,CYGD,,YGD,http://www.goderich.ca/en/townhall/airport.asp,http://en.wikipedia.org/wiki/Goderich_Airport,
16300,1741,CYGE,medium_airport,Golden Airport,51.299196,-116.98200200000001,2575.0,,CA,CA-BC,Golden,no,CYGE,,,,http://en.wikipedia.org/wiki/Golden_Airport,AL4
16301,1742,CYGH,medium_airport,Fort Good Hope Airport,66.24079895019531,-128.6510009765625,268.0,,CA,CA-NT,Fort Good Hope,yes,CYGH,YGH,,,http://en.wikipedia.org/wiki/Fort_Good_Hope_Airport,
16302,1743,CYGK,medium_airport,Kingston Norman Rogers Airport,44.22529983520508,-76.5969009399414,305.0,,CA,CA-ON,Kingston,yes,CYGK,YGK,,http://www.cityofkingston.ca/residents/transportation/airport/index.asp,http://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport,
16303,1744,CYGL,medium_airport,La Grande Rivière Airport,53.62530136108398,-77.7042007446289,639.0,,CA,CA-QC,La Grande Rivière,yes,CYGL,YGL,,,http://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport,
16304,1745,CYGM,medium_airport,Gimli Industrial Park Airport,50.62810134887695,-97.04329681396484,753.0,,CA,CA-MB,Gimli,no,CYGM,YGM,,,http://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport,
16305,1746,CYGO,medium_airport,Gods Lake Narrows Airport,54.55889892578125,-94.49140167236328,617.0,,CA,CA-MB,Gods Lake Narrows,yes,CYGO,YGO,,,http://en.wikipedia.org/wiki/Gods_Lake_Narrows_Airport,
16306,1747,CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,48.775299072299994,-64.4785995483,112.0,,CA,CA-QC,Gaspé,yes,CYGP,YGP,,,http://en.wikipedia.org/wiki/Gasp%C3%A9_Airport,
16307,1748,CYGQ,medium_airport,Geraldton Greenstone Regional Airport,49.77830123901367,-86.93939971923828,1144.0,,CA,CA-ON,Geraldton,no,CYGQ,YGQ,,,http://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport,
16308,1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.42470169067383,-61.778099060058594,35.0,,CA,CA-QC,Îles-de-la-Madeleine,yes,CYGR,YGR,,,http://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport,
16309,1750,CYGT,medium_airport,Igloolik Airport,69.3647003174,-81.8161010742,174.0,,CA,CA-NU,Igloolik,yes,CYGT,YGT,,,http://en.wikipedia.org/wiki/Igloolik_Airport,
16310,1751,CYGV,medium_airport,Havre St Pierre Airport,50.281898498535156,-63.61140060424805,124.0,,CA,CA-QC,Havre St-Pierre,no,CYGV,YGV,,,http://en.wikipedia.org/wiki/Havre_St-Pierre_Airport,
16311,1752,CYGW,medium_airport,Kuujjuarapik Airport,55.281898498535156,-77.76529693603516,34.0,,CA,CA-QC,Kuujjuarapik,yes,CYGW,YGW,,,http://en.wikipedia.org/wiki/Kuujjuarapik_Airport,
16312,1753,CYGX,medium_airport,Gillam Airport,56.35749816894531,-94.71060180664062,476.0,,CA,CA-MB,Gillam,yes,CYGX,YGX,,,http://en.wikipedia.org/wiki/Gillam_Airport,
16313,1754,CYGZ,medium_airport,Grise Fiord Airport,76.4261016846,-82.90920257570002,146.0,,CA,CA-NU,Grise Fiord,yes,CYGZ,YGZ,,,http://en.wikipedia.org/wiki/Grise_Fiord_Airport,
16314,1755,CYHA,medium_airport,Quaqtaq Airport,61.0463981628418,-69.6177978515625,103.0,,CA,CA-QC,Quaqtaq,yes,CYHA,YQC,,,http://en.wikipedia.org/wiki/Quaqtaq_Airport,YHA
16317,1757,CYHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354.0,,CA,CA-ON,Dryden,yes,CYHD,YHD,,,http://en.wikipedia.org/wiki/Dryden_Regional_Airport,
16318,1758,CYHE,medium_airport,Hope Airport,49.3683013916,-121.49800109899999,128.0,,CA,CA-BC,Hope,no,CYHE,YHE,,,http://en.wikipedia.org/wiki/Hope_Aerodrome,YHE
16319,1759,CYHF,medium_airport,Hearst René Fontaine Municipal Airport,49.71419906616211,-83.68609619140625,827.0,,CA,CA-ON,Hearst,no,CYHF,YHF,,,http://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport,
16320,1760,CYHH,medium_airport,Nemiscau Airport,51.69110107421875,-76.1355972290039,802.0,,CA,CA-QC,Nemiscau,yes,CYHH,YNS,,,http://en.wikipedia.org/wiki/Nemiscau_Airport,YHH
16321,1761,CYHI,medium_airport,Ulukhaktok Holman Airport,70.76280212402344,-117.80599975585938,117.0,,CA,CA-NT,Ulukhaktok,yes,CYHI,YHI,,,http://en.wikipedia.org/wiki/Ulukhaktok/Holman_Airport,
