,data_clean
4121,seat recline entertainment board
4122,great food great crewpoint négatifs
4123,delay pay luggage
4126,staff friendly
4127,bag baggage claim frankfurt check flight difficult time
4129,comfortable crew efficient accommodate
4130,crew nice seating fine
4131,food great
4132,run bit late
4133,friendly ground service staff member lovely transfer early flight seating request grant flight service excellent
4134,great crew great food spacious nice
4135,great experience overall
4136,basic flight frill
4137,entertainment excellent food
4138,seat comfortable exit row commuter jet
4139,bulk head seat great
4140,nice hour late
4141,
4142,aircraft little dated overall confortable
4143,crew efficient ground staff helpful
4144,embraer comfortable bombardier aircraft
4145,crew efficient time arrival point négatifs
4146,food good seat old
4147,air serbia staff class
4148,flight late cause cancellation connection flightpoint négatifs
4149,flight late cause loss connection flight amsterdam
4150,good service point positifs
4151,comfortable aircraft
4152,crew extremely nice helpful
4153,air serbia magazine entertainment available
4154,
4155,enerertainment food
4156,crew member great flight amazing
4157,
4158,tardy unorganized boarding process uncomfortable seat
4159,great option entertainment
4160,plane food horrible
4161,flight delay food wasn good travel cast left foot ask seat week flight ask counter airport wouldn able seat lady counter wasn nice help feel wasn try help manege solution
4162,great service book seat assignment meal staff good
4164,crew great seat good fare pay
4165,food meal order
4166,
4167,nice crew
4168,nice fly
4169,
4170,crew professional great job sure inform look
4171,crew great point négatifs
4172,aircraft crappy old
4173,leg room small normal timing delay hour comp refreshment need pay
4174,process security boarding smooth efficient
4175,flight time
4176,upgrade seat space great extra amazing flight air transit great job
4177,flow smooth attendant good
4178,boarding delay sit hour board wait ice
4179,
4180,seat small leg room entertainment
4181,3hr delay sit plane
4183,nice clean aircraft
4184,great crew thank airasia
4185,hour flight delay
4186,delay flight
4187,rude crew inefficient handling board baggage collectionpoint positif
4188,1st row pay seat comfortable flight goodpoint négatifs
4189,crew board baggage delay hour
4190,hour delay boarding
4191,darty chair toilet break
4192,half ley seat food good point négatifs
4193,poor maintenance seat toilet break dirty craw clean
4194,
4195,quiet zone worth
4196,crew remind people quiet zone
4197,arrive hour late scream baby entire hour
4198,entertainment pay water plus want pay card minimum
4199,seat uncomfortable unevenly space overnight flight possible comfortable sleep
4200,small leg space
4202,delay hour
4203,short flight unmemorable good thing
4204,flight late
4205,flight delay miss connect flight
4206,new flight delay miss connect flight
4207,check staff excellent help tight schedule
4208,time cabin crew good pilot good job landing strong wind
4209,buy cheap ticket apparently mean alaska air seat assignment gate seat plane
4210,great beverage service timely good
4211,appreciate gate agent try good seat family individual travel overbooked flight
4212,
4213,seat comfortable
4214,crew amazing plane clean great pilot awesome
4215,bag arrive huge gob grease ruin shirt appear run drag damage strap plastic buckle bag hole baggage service personnel friendly accommodate
4217,delay
4218,delay flight geg sea sea lax
4219,crew great lighting mellow perfect mor flight
4220,flight delay hour
4221,delay hour
4222,alitalia bad airline company
4223,poor boarding process point positifs
4224,
4225,disorganized confusing boarding process tight seat coach
4226,crew pleasant seat vacant point négatifs
4227,flight boarding starte minuet late
4228,crew pleasant point négatifs
4229,board start minuet late
4231,little hot plane
4232,boarding late minute time seat tight
4233,time flight
4234,good stew pleasant experience
4235,seat hard narrow
4236,delay weather
4237,seat comfortable
4238,crew pleasant professional
4240,time hour delay
4241,crew friendly price low
4242,
4244,staff nice
4245,soda rum coke plane uncomfortable
4247,great staff
4248,food
4249,
4250,dairy free food option request book
4251,
4252,crew efficient thing run snoothpoint négatifs
4253,flight entertainment seat row cramp
4254,rude staff willing help
4255,great crew good attitude
4256,delay hour log book issue
4257,trip schedule arrive time
4258,service good pleasant experience overall
4259,airline seating cramp
4260,flight delay hour
4261,tell delay hour flight time airport
4262,delay hour minute half hour
4263,airline crew acknowledge delay apologize
4264,flight delay plane hour takeoff
4265,time delay flight miss connection
4266,width seat nice point négatifs
4267,boarding process great delay board terribly frustrating
4268,crew amazing consider late flight plane
4269,crew annoyed
4270,good crew terrible turbulence broken microphone
4271,flight attendant little rude
4272,american seat uncomfortable
4273,narita honolulu sector food breakfast note honolulu airport offer
4274,cabin staff extremely caring
4275,crew good
4276,seat comfortable crew good
4277,crew kind helpful kind people wish spend time know
4278,nice tall seat
4279,little 6’3 shoe seat quit short uncomfortable
4280,delay
4281,flight delay
4282,
4284,plane little shabby
4285,seat uncomfortable
4286,flight delay hour
4287,food good bad airline food year travel
4288,little diversity food provide muffin serve time flight dry little flavour
4289,flight late hour
4290,delay
4291,hour delay explanation comment
4293,horrible experience thinpoint positifs
4294,reschedule hour staff curtesy inform change confront horrible delay thing short bad experience point négatifs
4295,like interm service render food quality poor spicy lot delay
4296,crew nice short flightpoint négatifs
4297,big delay airport board update plan small
4298,delay fly service terrible airplane old uncomfortable
4299,flight attendant relate feeling unpleasant
4300,delay departure
4301,flight right time
4302,staff nice
4303,boarding terrible luggage damage staff unfriendly
4304,tank mail delay point positifs
4305,mail delay
4306,flight delay
4307,hour update plane outdated old seat horrible food awful arkia plane small random airline plane
4308,overall experience good
4309,ground support landing tlv horrible wait bus outside plane long time thouh flight time
4310,plane delay hour
4311,staff excellent nice
4312,member staff check desk boarding crew member course flight efficient hospitable
4313,shortage good food entertainment
4314,crew friendly professional
4315,plane little dated
4316,seat flight comfortable spacious
4317,crew super nice accomodating
4318,crew flight service excellent
4319,
4320,food great option crew friendly efficient toilet clean organize stock trip good overall compare trip
4321,wish movie choice available english subtitle available watch movie english
4322,crew great professional
4323,staff great
4324,
4325,snow seattle short delay
4326,seat comfortable
4327,flight attendant amazingly awesome
4328,foooood asiana airline food bad
4329,time flight smooth
4331,slight delay ground staff clear flight
4332,average experience
4335,food good
4336,itinerary change drastically cancel flight
4337,food drink good significant improvement flight hartford dublin
4338,leg room air temperature way hot
4339,seat comfortable crew friendly boarding fastpoint négatifs
4340,purchase speed seat special security check slow process security screen
4341,
4342,flight crew friendly gate agent switch seat middle seat room
4343,travel bit time aerlingus far good airline excellent excellent service
4344,seat cramp
4345,veg food option sweet salad brown
4347,flight delay
4348,flight delay hour reason kayak application time
4349,kosher meal spare flight tel aviv
4350,food horrible
4351,sandwich snack short flight nice
4352,great food great staff service
4353,nice food
4354,pleasant flight
4355,crew speak english
4356,great service
4357,kayak departure time completely wrong
4358,entertainment food pretty nasty
4359,seat hard uncomfortable economy
4360,staff friendly offer assistance ask need
4361,crew friendly helpful food tasty flight nice smooth
4362,wonderful seat class long distance flight
4363,inside plane great floght atendant nice check teat poorly
4364,crew amazing seat comfortable
4365,excellent crew delicious austrian wine short flight nibble eat fine
4366,seat wasn good hard middle
4367,small seat lcd food good
4368,good experience service good attendant courteous
4369,hour delay
4370,crew amazing plane big comfortable
4371,easy check boarding process
4372,great flight airplane little leg room nice overall excellent
4373,good service price
4374,poor food swllection
4376,breakfast good
4377,great experience
4378,airplane clean new
4379,bathroom isle middle flight stop work cause long line
4380,friendly crew great timing
4381,great food offer flight think flight duration short
4382,people let know exactly late speak portuguese english
4384,old plane flight delay lose connection bad information help stay airport hour hotel
4385,leave time attendant helpful kind
4386,leave time flight
4388,bad flight
4389,hour delay
4390,comfortable seat
4391,time departure good service friendly crew
4392,good airline good far expensive
4393,new clean plane professional gentle staff convenient crowd airport baku good compare food
4394,halal meal mention air ticket seat allow switch ask behave like favor
4395,friendly staff organize
4396,friendly staff attentive
4397,comfortable flight plenty food drink offer
4398,wifi connection bad
4399,great experience fly recommend thpoint positifs
4400,jfk tel aviv delay whatsoever beautiful plane great kosher meal
4401,great experience bit way stop baku
4402,nice crew good food free wine
4403,flight delay charge extra seat
4404,bad international airline
4405,old aircraft equipment bad food service
4406,staff nice sit bulkhead seat nice extra room
4407,entertainment break meal great
4408,crew pleasant helpfulpoint négatifs
4409,seat tight uncomfortable
4410,good food good plain condition good entertainment
4411,seat hard
4412,
4413,space seat
4414,business accommodation great staff fantastic
4415,flight delay hour cabin hot
4416,economy xtra seat nice
4417,departure slightly delay
4418,professionalism crew overshadow delay
4419,fight delay point négatifs
4420,flight delay update
4421,
4422,delay hour half passenger board bind plane arrive kate
4423,
4424,flight delay baggage lose employee rude unwilling help check process chaotic hrs flight book multiple delay poor customer service overall
4426,time friendly crew
4427,flight delay seating cramp water issue plane break screech
4428,flight delay half hour plane sit half hour air sweating
4430,clean maintain inside time flight
4431,pleasant staff time flight
4432,flight delay hour zero explanation screen gate correct information ask thirty minute flight delay actually correct gate non tvs remote area reflect destination desk girl yeah right place ignore
4433,sweet professional staff
4435,
4436,great service courteous crew
4437,efficient crew thai graciousness good service unexpected snack beverage service time departure
4438,serve food short flight crew member nice
4439,good leg room economy
4440,good food good service comfy plane
4441,flight good food service comfortable
4442,delay flight bag lose
4443,nice comfortable flight food good
4444,flight delay
4445,crew amazing seat good selling point business classpoint négatifs
4446,
4448,clean plane
4450,flight hour late
4451,good service thank
4452,comfortable seat friendly servicepoint positif
4453,fly vancouver qingdao despite concern read early review flight great
4454,seat comfortable recline actually sleep
4455,think non chinese passenger board bit language barrier staff super friendly accomodat
4456,end middle seat seat comfortable roomy normal wasn bad
4457,crew professional
4458,flight late hpur half
4459,delay hour
4460,pleasant personal great service
4461,possible uncomfortable plane
4462,cabin staff good seat recline aeroplane pretty new point négatifs
4463,flight delay hour information inflight english entertainment joke
4464,decent flight room improvementpoint positifs
4465,short flight nice meal
4466,staff friendly plane clean comfortable
4467,line check counter easy navigate
4468,plane leave delay start board minute departure time
4469,flight hour late bad thing flight attendant drinking water available juice
4470,flight massively delay
4471,wonderful trip fly attendant sweet want thank good service board
4472,flight delay hour
4473,plane old toilet poor condition
4474,
4475,delay hour incorrect information
4476,free breakfast great staff
4477,free drink cheap flight fairly comfortable
4478,allocate seat
4479,staff friendly polite
4480,airplane chance nice fly little son point négatifs
4481,
4482,good price comfortable seat nuce food candy
4483,thank boa hold connect flight transit buenos aire flight delay divert
4484,delay
4485,basic airline good pricepoint positifs
4486,attendant fine accommodate
4487,flight time smooth
4488,interior plane pretty dated inflight entertainment provide
4489,hour overnight flight mean okay kid normally look forward interesting
4490,food drink basic taste fine
4491,late poor service
4492,boa need improve entertainment fligth consider long flight
4493,
4494,great service comfy flight extremely smooth despite small plane
4495,good flight experience long time
4496,friendly staff ease booking
4497,
4498,seat small entertainment fast track business class
4499,comfortable new plane friendly staff
4500,hour delay follow bus disembark result miss connection
4501,friendly helpful professional crew
4502,flight delay hour mishandle baggage runway takeoff gate bag load
4503,flight heathrow manchester stop excellent alll round flight delay hour
4504,crew airport super nice ride smooth
4505,seat old spacious comfortable
4506,boarding process disorganize plane late wait late passenger
4507,good staff good service time departure arrivalpoint négatifs
4508,ticket price expensive
4509,poor customer service
4510,cabin excellent
4511,great service food entertainment
4512,crew friendly helpful
4513,flight delay minute small seat
4514,poor food entertainment
4515,flight delay half hour stupid excuse
4516,time nice crew
4517,time departure arrival
4518,friendly service
4519,check fast easy crew nice helpful
4520,fast comfortable hospitable flight
4521,
4522,board deplane bus entertainment
4523,entertainment available extra charge credit card slot screen
4524,personal tvs seat comfortable
4525,
4526,delay hourpoint positifs
4527,delay hour
4529,excellent landing pilot cal
4530,food salty passenger uncomfortable hit seat wish option ask
4531,
4532,flight delay hour
4533,delay
4534,crew super professional food delicious staff friendly leg journey hour early definitely
4535,seat hard
4536,seat little big
4537,
4538,great airline sweet service point positifs
4539,
4540,segment delay treat like cattle board
4541,cabin crew care fragile hand carry item key pushing space late come passenger
4542,
4543,bad food cabin crew unfriendly delay departure
4544,connect flight late miss connection
4545,great movie selection individual screen
4546,excellent friendly crew
4547,delay flightpoint positifs
4548,crew friendly helpfulpoint négatifs
4549,flight delay hour
4551,seat cramp
4552,staff accomadat helpful
4553,terrible food poor choice inflight entertainment crew constantly
4554,terrible food poor entertainment mit choice flight delay
4555,flight late usual
4556,seat delay
4557,flight delay
4558,flight delay usual
4559,short hall business class comfortable flight delay usual
4562,short haul business class seat uncomfortablev flight delay usul
4563,
4564,1h30 delay usual
4565,hour delay usual cathay pacific flight attendand constantly disturb limited choice movie old finally poor food seat hand comfortable thankfully forget fly
4566,crew okay amazing
4567,seat cramp middle seat separate wife despite request sit
4568,crew friendly helpfulpoint négatifs
4569,delay sick passenger
4570,new seating arrangement nice
4571,pay 190 extra legroom economy seat exit door remote entertainment screen encroach inch narrow seat foot 215 pound hip pressing contact seat narrow
4572,seat narrow economy
4573,food serve
4574,flight delay hour
4575,crew friendly helpfull
4576,flight delay tell
4577,1hour delay
4579,delay plus bump return flight
4580,crew friendly
4581,late miss hour connection
4582,boarding quick flight time
4583,flight entertainment pay
4584,delay flight acceptable
4585,staff friendly fast boarding organize
4586,like airline china airline impressive impression staff friendliness organize policy great movie watch
4587,economy seat uncomfortable
4588,crew great
4589,seat good
4590,crew accomedating friendly
4591,enjoyable comfortable flight
4592,flight awesome aspect seat exceptionally comfortable
4593,fast efficient boarding process
4594,nice selection movie
4595,seat economy comfortable
4596,yes crew good size seat small comfortable
4597,seat little big
4598,restroom clean flight impress
4600,board hour late
4601,provision vegetarian food flight
4602,
4603,crew good point négatifs
4604,food good
4605,crew helpful board friendly hard work
4606,entertainment reset couple hour flight good
4607,
4608,depart time min delay explanation
4609,hour connection urumchi lounge abd internet
4610,plane seating space crowded leg room space small
4611,crew friendly
4612,place enter dietary restriction special meal prepare meal eat
4613,seat small uncomfortable
4614,check flight horrible long time
4615,seat plane small uncomfortable
4616,check flight awful
4617,option vegetarian food chicken beef suitable passenger
4618,crew good speak reasonable english
4619,board plane time leave gate wait minute schedule departure time
4620,individual entertainment screen
4621,crew good
4622,seat comfortable business class seat
4623,clean new plane excellent boarding flight
4624,
4626,
4627,flight delay miss connect flight good response ground crew member
4628,good service
4629,crew courteous efficient speak good english
4630,
4631,attentive crew good breakfast business classpoint négatifs
4632,
4633,seat uncomfortable
4634,flight extremely late board connection tran atlantic flight cause run airport flight
4635,
4636,worry connection food flt
4637,flight delay approximately hour
4638,crew cery nice point négatifs
4639,check slow confused
4640,
4641,entertainment option bad food
4642,
4643,crew super nice point négatifs
4644,
4645,assigned seat family kid
4646,movie cash visa machine work
4647,crew great flight smooth
4648,great service reliable airline
4649,crew nice
4650,entertainment option long flight lack
4651,everth great service great
4652,crew friendly
4653,food good
4654,
4656,crew pleasant efficient perform duty meal choice good flight depart arrive time
4657,flight delay hourpoint positifs
4658,help crew okay
4659,fact flight delay hour
4660,boarding process awful montreal busss plain
4661,good entertainment selection
4662,good flight paris point positifs
4663,food service good
4664,seat comfortable modern lead panel date entertainment
4665,
4666,seat comfy crew great
4667,crew welcome friendly
4668,
4669,comfortable plane friendly crew good snack
4670,flight delay hour advanced notice explanantion
4671,short flight overall good point positifs
4672,
4673,food point négatifs
4674,boarding slow
4675,ticket agent idea ticket counter euro check bag plus euro use charge card late board late takeoff
4676,flight delay depart zagreb result miss connection frankfurt
4677,flight late hour explanation clear info long flight delay
4678,flight late departure
4679,poor food selection
4680,
4681,squeeze late departure
4682,crew fantastic rush passport check board
4684,flight delay hour plane wasn gate bus provide transport board russian plane previously arrive russia
4685,flight slightly delay operate smartwing
4686,delay 40min
4687,flight delay
4688,boarding slow imagine point positifs
4689,space seat row
4691,delay flight hour
4692,delta crew great
4693,plane small board entertainment
4694,crew great comfortable cleanpoint négatifs
4695,plane screen seat nice min flight
4696,miss connect flight previous flight delay
4698,tight plane late
4699,crew friendly cabin clean
4700,
4701,crew wonderful food great ride wonderful
4702,sleep return flight woman travel seat young man plenty free seat rear guy spread seat sleep
4703,delay flight crew nice
4706,staff friendly attentive need
4707,trip short food beverage service
4708,trip short entertainment service okaye
4709,seat extremely uncomfortable
4710,flight come time crew friendly pay extra luggage check comfortable seat
4712,flight arrive time
4713,great cabin bag offer holdpoint négatifs
4714,board time age taxi lift delay start late arrival late evening flight
4715,
4716,excellent flight issue flight information captain speak fast hard understand
4717,ask slow speech flight announcement cabin staff fine
4718,flight delay minute
4719,seat comfortable food good
4720,late flight point positifs
4721,flight 2h15 minute late explanation
4722,young enthusiastic crew work hard crowded flight good experience
4723,
4724,great customer service
4725,
4726,lose baggage simple nonstop flight poor communication status
4727,staff crew great
4728,flight leave minute late require run zurich airport connect flight
4729,cabin clean
4730,appreciate flight arrive time
4731,fly time late hour
4732,good seat food flight entertainment light long people sleep
4734,trip short crew nice cooperative
4735,seat journey comfortable
4736,lago cairo flight poor old plane 2hours delay cairo dubai good plane delay initially delay cairo
4737,crew good seat okpoint négatifs
4739,flight delay crew helpful cabin entertainment outdat totally break seat
4740,
4741,flight minute late
4742,food meh seat cramp
4743,good quick service flight crew
4744,airline food good unsubstantial
4745,service good quiet flight
4746,allow family board flight hour delay food horrible
4748,good service pleasant flight
4749,seat cram
4750,
4751,terminal corner airport food
4752,check staff horrible station manger check unppoint négatifs
4753,hrs delay bad adirtude
4754,old airplane wifi
4755,old plane wifi power outlet
4756,seat horrible like low low cost flight
4757,thank emirate airline good
4758,seat comfortable
4759,old plane ace basic movie selection
4760,seat comfortable
4761,service meal good
4763,general expect crew member extra nice
4764,check slow like want helpful
4765,crew member helpful brazil way communicate rule nice rude
4766,
4767,crew nice helpful point négatifs
4768,time delay minute
4769,crew great
4770,food good seat comfortable crew awesome point négatifs
4771,entertainment great
4772,conformable quiet
4773,nice flight
4774,crammed seat meh food experience ethiopian wasn great
4775,staff nice helpfulpoint négatifs
4776,extremely delay
4780,flight entertainment fantastic
4781,flight onboard wifi awesome able online flight lack level service expect
4782,flight fantastic wifi drop
4783,seat super comfortable time arrival
4784,food serving timing match new york time zone
4785,crew great food great seat comfortable
4786,know long haul flight uncomfortable
4787,read light movie music earphone
4788,flight super late explanation whatsoever
4789,flight cancel difficult rebooking
4790,late information
4791,time flight friendly staffpoint positif
4792,time flight friendly staff
4793,good airport nice crew
4794,
4795,flight delay check online home
4796,little delay
4797,fligjt cancel bad customer support lose bag
4798,delay information point négatifs
4799,delay eurowing flight stuttgart information provide
4800,board flight delay cause miss flight
4801,delay cause miss flight
4802,miss flight flight delay
4803,flight attendant nice friendly
4804,seat comfortable
4806,comfortable seat good storage lavatory clean big
4807,great service flight staff
4808,provide water service long flight
4809,medical emergency crew good care
4810,great entertainment pretty good food
4811,service okay special
4812,flight great
4813,eva air excellent overall airline
4814,eva air excellent airline
4815,ife onboard a321
4817,reason hour flight row seat barely room stretch
4819,good service food nice
4820,sorry flight cancel
4821,friendly people nice plane
4822,crew pleasant
4823,old plane seatback screen usb port charge
4824,crew great
4825,
4826,leg room friendly crew good choice entertainment nice blanket
4827,flight delay hour transfer helsinki easy connect flight time boarding
4828,food good great pasta vegetarian option
4829,flight delay hour
4830,fast good service
4831,great service coff brisbane returnpoint positifs
4832,fairly comfortable plane good service service time fly
4833,flight great point positif
4835,adelay minute flight accurate time departion
4836,friendly staff good professional altitude communication delay arise apology delay
4837,flight delay
4838,crew friendly efficient clear information flight
4839,board understand weather great flight delay help
4842,great flight great checking
4843,fast efficient boarding
4844,late
4845,plane late late flight
4846,
4847,flight unfortunately delay technical issue staff friendly supportive despite communicate delay passenger
4848,seat relatively comfortable
4849,delay mention
4851,delay time connection bad
4852,fly dubai flight bad
4853,flydubai uncomfortable seat
4854,staff accommodate nice
4855,helpfulness checkin staff run late traffic accident
4856,good thing fly dubai kuwait standalone terminal
4858,
4859,flight late 30mihute explanation
4860,
4861,tight economy seat foot tpoint négatifs
4862,
4863,crew nice ride smooth
4864,delay hour
4865,wifi nice
4866,seat comfortable hour luggage come come different belt post
4867,flight cancel
4868,flight cancel help passenger way continue destination
4869,seat comfort space improve
4870,flight delay hour pilot shift absolutely unacceptible
4871,crew fine
4872,
4873,delay minute
4874,seat probably bad industry
4875,cabin crew great
4876,excellent flight garuda
4877,despite short delay boarding great
4878,short delay boarding
4879,meal terrible
4880,
4882,good flight garuda usualpoint positifs
4883,food service excellent
4885,plane delay
4886,landing bad weather excellent
4887,nice plane smooth flight
4888,board bit chaotic food average good
4889,overall good experience
4890,flight delay hrs
4891,
4892,poor communication delay estimation delay
4893,flight delay lot
4894,fly late minute
4895,
4896,airplanee accommodation comfortable service good
4898,late laterpoint positifs
4899,food average
4900,plane late board fly
4901,time second flight late
4902,lose hotel reservation hear flight late
4903,
4904,late arrival plane
4905,seat comfort basic service
4906,flight hold late arrival passenger result delay departure
4907,delay
4908,comfortable kind staff great amenity provide board
4909,seat super uncomfortable narrow
4910,leg room economy class appreciate
4911,nice crew speak english
4912,delay appreciate snack
4913,food excellent
4914,flight attendant friendly eye contact
4915,
4916,seat little tight
4917,
4918,crew super friendly
4919,crew service great
4920,free entertainment option
4921,
4922,use legroom
4923,hawaiian airline good united bad airline
4925,
4926,staff particularly friendly
4927,short flight fine
4928,friendly crew
4929,
4930,good good staff good servise
4931,late hour
4932,old plane cramp
4933,food offer tho real early flight
4934,friendly crew organized point négatifs
4935,wish buy water entertainment lack flight long
4936,budge airline uncomfortable seat
4937,
4938,delay 6hourspoints négatifs
4939,contact service team hong kong office
4940,send email let know delay
4941,cancel flight stop send email
4942,
4943,cabin clean welcome
4944,cold food good compare similar airline
4945,crew good food good point négatifs
4946,service ticket check counter good tell bag good right final destination true pick recheck transfer ticket customer service rebook ticket flight different time good experience
4947,flight delay hour
4948,flight good legroom plane comfortable food sone crew excellent
4949,luggage come day late chi minh air port
4951,nice kind crew board free refreshment excellent value
4952,flight cancel good thing helpful counter people able book mepoint négatifs
4953,flight cancel extrmely short notice try book flight later evening
4954,flight delay
4955,comfortable seat space good food
4956,lose flight airline delay paris
4957,miss connection delay hour final destination
4958,crew good
4959,seat confortable
4961,seat comfortable
4962,late boarding late departure wait minute bag
4963,time friendly board crew
4964,little legroom bag hold room overhead
4965,free drink flight
4967,boarding rush seat uncomfortable
4968,great flight crew
4969,stewardess hit husband crammed seat fit
4970,
4971,
4972,friendly flight crew great talk kid
4973,seat uncomfortable good entertainment
4974,hour delay
4975,crew nice responsive
4976,ease boarding flight leave dulle perfect time crowd
4977,great service late departure miss flight reykjavik hour late arrival zurichpoint négatifs
4978,wait reykjavik zurich hour late
4979,like flight comfortable lot option entertainment
4980,honestly probably good flight
4981,nice clean plane roomy plane flight toronto
4983,food uncomfortable cramp seat
4984,time comfortable seat friendly crew
4986,crew professional
4987,crew friendly care towarda patient
4988,delay mint
4989,
4990,flight delay info
4991,friendly helpful flight attendant point négatifs
4992,seat cushion flatten nice flight
4995,delay delay point positifs
4996,
4997,miss appointment delay usual
4998,narrow seat expensive uncomfortable point positifs
4999,survive flight little backpain stiff butt cheek point négatifs
5000,legroom narrow seating meal expensive
5001,flight delay hourspoint négatifs
5002,flight delay time hour original flight time
5003,
5004,plane late queue bali airport belief
5006,flight delay
5008,flight delay minute passenger inform miss connection
5009,minute flight food entertainment complaint
5010,cancel flight tell point négatifs
5011,cancel flight tell
5012,hunt airport attendant finally tell min departure cancel
5013,bit late fine
5014,clean plane nice staff
5015,typical commuter flight delay
5016,desk agent efficient flight depart time
5017,late
5018,spacious seat airline free water tequila soft drink snack
5019,lot leg space
5020,price convinience seat comfortable
5022,dirty min late explanation
5023,flight mexico city delay min flight los cabo delay min
5024,leg room friendly staff wrong free whisky
5026,helpful crew
5027,
5028,flight hour late airplane wasn israir israeli pilot travel service airplane important israelis
5029,luggage delay day
5030,emirate flight nice
5031,
5032,good efficiency board good air entertainment point négatifs
5033,delay hour board
5034,crew professional attentive polite
5035,
5036,food dinner lunch spacious seat impressive beverage selection little change
5037,small touch include come cabin regularly delicious green tea wonderful flight
5038,
5039,food service flight great
5040,board staff helpful friendly cabin crew gpoint négatifs
5041,want transfer area kuwet airport aljazera area limited space comfortable passenger service available like bus station
5042,guy confirm ticket airport flight cancel
5043,flight late flight sandwich choice flight attendant ticket include food
5044,excellent ground staff amazing flight crew
5045,
5046,old plane questionable maintenance
5047,
5048,tall seat short comfortable
5049,good experience
5050,old dirty plane
5051,business class seat bad shape break
5052,food option bad tvs plane excellent flight seamless holiday transfer moment arrive
5053,nice plane train crew fly doubt
5054,
5055,good round entertainment short haul expect
5056,
5057,delay boarding landing plane gate
5058,crew member good
5059,
5060,
5062,flight delay hour
5063,flight entertainment great
5065,
5066,
5067,long flight like food provide
5068,connect flight delay spend hour airport hotel voucher
5070,high charge extra baggage 8500 bough extra ticket cheap statistically sense transparent buy ticket different set rule
5071,leave time hour late leave
5072,
5073,delay hour
5074,seating comfortable
5076,good service staffpoint négatifs
5077,boarding delay hour
5078,easy book check
5079,boarding delay poor communication staff regard estimate delay
5080,flight time
5081,flight late depart
5082,crew efficient seat comfortable compare spore budget flight
5083,sorry airline like service
5084,hour delay compensation point positifs
5085,staff explain reason delay planepoint négatifs
5086,information delay different delay time indicate screen boarding pass
5087,
5088,offer bottle water compensate delay
5089,good checkin
5090,crew counter horrible flight delay
5092,pillow flight eat delay flight
5093,flight want order meal menu meal international flight
5094,excellent crew customer service friendly accommodate
5095,great flight point positifs
5096,great quick flight jetstar pacific fantastic
5097,flight quick comfortable point négatifs
5099,
5100,flight fine
5101,easy check online
5102,change time flight notify
5103,delay crew
5104,delay hour
5106,delay japan korea hour
5107,
5108,
5109,
5110,crew social friendly
5111,great job long flight
5112,friendly service crewpoint négatifs
5113,seat small leg room
5114,delay hour staff accomodat staff dress unprofessionally
5115,efficient check board procedure
5117,low cost time efficient good servicepoint positifs
5118,time low cost efficient quick boarding hot meal great service
5119,hour delay reason
5120,limited flight option experiencepoint positif
5121,time departure flight beverage service
5122,short slight hour expect comfortable aisle seat
5123,flight delay hour miss connect flight
5124,great fly
5125,far uncomfortable crowded plane
5126,crew fantastic
5127,food good
5128,delay painful
5129,crew attentive professional
5130,service good flight smooth
5131,crew great seat wasn comfortable leg room
5132,cabin crew nice point négatifs
5133,punctuality klm late
5134,
5135,flight cancel
5136,klm great experience compare airitalia
5137,food good flight attendant helpful
5138,quick efficient boarding good staff good food easy flight
5139,connect time klm close run late start
5140,long haul flight pleasant klm
5141,seat window great staff friendly courteous
5142,crew great food entertainment seat great
5143,seat super comfortable wheelchair perfect awesome
5144,economy class good experience mainly seat little roomy airline fly
5145,entertainment great small selection movie
5146,seat comfy spacious think korean air win good economy liner time
5147,entertainment seat
5148,
5149,serve water long flight
5150,food great
5151,plane clean
5152,crew super nice
5153,seat uncomfortable seat coach airline
5154,great crew good food easy watch entertainment food good airline
5155,friendly comfortable seating
5156,need improve food qyality
5157,crew excellent food greatpoint négatifs
5158,boarding disorganized business class seat average screen small
5159,great service friendly crew
5160,food average special
5161,efficient crew
5162,
5163,
5164,room seat
5165,delay communication airline
5166,easy check
5167,delay
5169,amazing trip crew courteous food good
5170,new plane clean good food decent
5171,flight delay jfk warn apparent reason crew jfk kuwait irritated ask like warm water headphone
5172,plane new clean
5173,food okay
5174,good crew flight delay apparent reason wait month old hour
5175,good airline service need improve
5176,good food decent service
5177,kuwait airway staff lahore airport horrible
5178,main thing flight delay comingpoint positif
5179,like flight time delay scdule flight flight kuwait kuwait doha point négatifs
5180,like flight delay
5181,great experience travel opportunity
5182,surprised nice staff
5183,seat comfortable pleasurable trip paris
5184,crew attentive professional
5186,time flight decent snack short flight
5187,entertainment usb charge port work
5190,trip hour crew time provide excellent service nice food box nice boarding beautiful sunset
5191,seat space padding charge soft drink
5192,flight attendant rude lack clean toilet
5193,terrible food
5194,seat fairly comfortable
5195,amazing crew comfortable seat delicious food
5197,flight leave arrive time nice
5198,seat little old cabin little smelly okay turn
5199,old aircraft business seat narrow
5201,ground staff polite helpful
5202,flight departure delay
5203,bathroom order movie work
5204,legroom plane good
5205,canin crew friendly service good
5206,flight generally comfortable
5207,flight delay hour difficult connect flight catch
5208,flight late half hour
5209,flight delay hour little information available strand passenger leave wonder flight leave time
5210,flight late wasn information
5211,
5213,late delay flightspoint négatifs
5214,experience delay poor quality customer service
5215,delay flight good customer service
5217,
5218,crew plane nice people point négatifs
5219,check mess sit plane uncomfortable
5220,time courteous flight attendant
5221,late little information providedpoint positifs
5222,crew helpful reassure miss connection handle
